_RAJ2000;_DEJ2000;ID;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag
322.50042;+12.13392;5019422;21.561; 0.027;21.217; 0.036;20.258; 0.040
322.50062;+12.19956;5019425;21.535; 0.022;20.822; 0.021;19.946; 0.027
322.50054;+12.17931;5019429;19.232; 0.029;19.084; 0.042;18.168; 0.030
322.50042;+12.14233;5019430;19.869; 0.010;19.391; 0.011;18.615; 0.018
322.50058;+12.20175;5019431;21.222; 0.034;20.745; 0.019;19.997; 0.032
322.50062;+12.20586;5019432;21.956; 0.042;21.472; 0.032;20.555; 0.043
322.50112;+12.35539;5019434;20.580; 0.011;20.032; 0.010;19.363; 0.019
322.50042;+12.14294;5019435;20.616; 0.016;19.964; 0.024;19.064; 0.029
322.50037;+12.13994;5019436;22.064; 0.035;21.375; 0.031;20.363; 0.039
322.50067;+12.22083;5019437;21.292; 0.022;20.786; 0.022;20.040; 0.032
322.50054;+12.19303;5019439;20.385; 0.013;19.959; 0.015;19.292; 0.026
322.50033;+12.12747;5019440;22.110; 0.043;21.475; 0.043;20.335; 0.052
322.50054;+12.18803;5019441;20.066; 0.010;19.684; 0.020;18.869; 0.018
322.50021;+12.09414;5019442;21.030; 0.016;20.500; 0.024;19.656; 0.045
322.50033;+12.13222;5019443;21.506; 0.023;20.851; 0.023;20.099; 0.032
322.50071;+12.23978;5019444;21.435; 0.018;20.915; 0.023;19.984; 0.041
322.50104;+12.34172;5019445;21.837; 0.026;21.108; 0.020;20.234; 0.042
322.50054;+12.19433;5019446;20.403; 0.009;19.936; 0.011;19.171; 0.021
322.50062;+12.21628;5019447;18.785; 0.007;18.128; 0.006;17.250; 0.009
322.50025;+12.10969;5019449;21.424; 0.019;20.830; 0.014;20.127; 0.025
322.50017;+12.09025;5019450;21.362; 0.013;20.709; 0.015;19.920; 0.027
322.50042;+12.16869;5019451;19.281; 0.023;18.553; 0.020;18.111; 0.029
322.50050;+12.18467;5019452;17.134; 0.006;17.121; 0.007;17.009; 0.010
322.50062;+12.23097;5019453;20.490; 0.007;19.977; 0.008;19.297; 0.013
322.50054;+12.20806;5019454;19.969; 0.008;19.482; 0.009;18.740; 0.014
322.50058;+12.21472;5019455;18.818; 0.006;18.441; 0.009;17.878; 0.010
322.50033;+12.14139;5019457;21.170; 0.019;20.699; 0.023;19.993; 0.032
322.50021;+12.11089;5019458;22.231; 0.028;21.548; 0.030;20.665; 0.058
322.50037;+12.16050;5019459;18.849; 0.023;18.088; 0.015;17.110; 0.020
322.50008;+12.06831;5019461;22.028; 0.030;21.287; 0.038;20.565; 0.061
322.50058;+12.22033;5019464;21.072; 0.014;20.562; 0.018;19.797; 0.033
322.50046;+12.18139;5019466;19.331; 0.012;18.866; 0.011;17.919; 0.017
322.50033;+12.14847;5019468;20.007; 0.027;19.555; 0.028;18.926; 0.041
322.50062;+12.23550;5019469;20.150; 0.005;19.626; 0.006;18.944; 0.009
322.50037;+12.15750;5019470;19.596; 0.039;19.602; 0.053;18.478; 0.041
322.50012;+12.09656;5019472;21.462; 0.012;20.822; 0.016;20.093; 0.028
322.50079;+12.28719;5019473;20.053; 0.008;18.299; 0.007;15.531; 0.006
322.50054;+12.21511;5019474;18.249; 0.003;17.567; 0.005;16.636; 0.007
322.50033;+12.15892;5019476;18.187; 0.020;17.538; 0.024;16.787; 0.032
322.50029;+12.14086;5019477;21.321; 0.024;20.768; 0.021;20.032; 0.040
322.50021;+12.13072;5019479;21.093; 0.035;20.626; 0.021;19.786; 0.039
322.50042;+12.17894;5019480;19.092; 0.015;18.835; 0.030;17.779; 0.031
322.50029;+12.14931;5019481;20.297; 0.020;19.659; 0.016;19.053; 0.040
322.50046;+12.19642;5019482;20.845; 0.015;20.345; 0.018;19.540; 0.022
322.50071;+12.26903;5019484;20.015; 0.007;19.484; 0.012;18.845; 0.017
322.50071;+12.26831;5019486;22.080; 0.035;21.317; 0.032;20.455; 0.046
322.50025;+12.13867;5019487;21.856; 0.028;21.064; 0.027;20.118; 0.041
322.50037;+12.17472;5019488;20.209; 0.019;19.675; 0.023;18.934; 0.025
322.50042;+12.18008;5019489;18.546; 0.017;18.073; 0.015;17.114; 0.016
322.50033;+12.17225;5019491;16.124; 0.004;15.543; 0.006;14.697; 0.008
322.50017;+12.11119;5019492;22.670; 0.065;21.847; 0.046;20.624; 0.060
322.50042;+12.18847;5019493;20.073; 0.015;19.803; 0.025;18.761; 0.022
322.50046;+12.19917;5019494;19.516; 0.011;19.038; 0.012;18.327; 0.015
322.50042;+12.18911;5019495;18.247; 0.005;17.551; 0.008;16.671; 0.007
322.50046;+12.19881;5019496;21.483; 0.028;20.872; 0.025;20.080; 0.032
322.50050;+12.21408;5019498;21.743; 0.027;21.082; 0.021;20.248; 0.041
322.50033;+12.16633;5019499;17.317; 0.017;16.761; 0.015;15.838; 0.013
322.50037;+12.17844;5019500;19.222; 0.020;18.588; 0.021;17.567; 0.016
322.50050;+12.22067;5019501;21.096; 0.017;20.510; 0.025;19.985; 0.034
322.50050;+12.22458;5019502;21.445; 0.013;20.888; 0.014;20.017; 0.023
322.50042;+12.19569;5019503;21.083; 0.019;20.618; 0.022;19.850; 0.025
322.50033;+12.16133;5019504;18.042; 0.015;17.733; 0.036;16.597; 0.023
322.50037;+12.17978;5019505;19.419; 0.028;19.037; 0.036;18.177; 0.040
322.50021;+12.13694;5019506;20.221; 0.011;19.736; 0.013;19.018; 0.018
322.50042;+12.19533;5019507;19.885; 0.008;19.447; 0.010;18.817; 0.016
322.50037;+12.18711;5019508;19.944; 0.029;19.795; 0.036;18.375; 0.031
322.50029;+12.16650;5019511;16.111; 0.005;15.962; 0.007;15.621; 0.009
322.50083;+12.31908;5019512;19.953; 0.010;19.450; 0.010;18.820; 0.022
322.50037;+12.18603;5019517;21.593; 0.030;20.864; 0.036;19.696; 0.043
322.50017;+12.13775;5019519;21.041; 0.015;20.510; 0.020;19.975; 0.032
322.50004;+12.09731;5019520;21.929; 0.019;21.229; 0.021;20.455; 0.029
322.50037;+12.19283;5019521;20.698; 0.021;20.199; 0.021;19.731; 0.039
322.50050;+12.23311;5019522;21.406; 0.012;20.845; 0.014;19.990; 0.023
322.50033;+12.18886;5019523;19.484; 0.022;19.114; 0.038;18.250; 0.023
322.50037;+12.20456;5019525;21.618; 0.036;20.872; 0.025;20.035; 0.032
322.50012;+12.12725;5019529;21.415; 0.020;20.834; 0.021;19.992; 0.035
322.50017;+12.13828;5019530;21.034; 0.016;20.492; 0.016;19.778; 0.025
322.50029;+12.18358;5019531;20.762; 0.024;20.194; 0.023;19.110; 0.029
322.50017;+12.14594;5019532;18.711; 0.019;18.446; 0.014;17.731; 0.017
322.50029;+12.18461;5019533;19.268; 0.022;18.634; 0.027;18.178; 0.025
322.50021;+12.15986;5019534;20.101; 0.058;19.188; 0.039;18.015; 0.035
322.50033;+12.19611;5019535;22.014; 0.037;21.366; 0.037;20.310; 0.038
322.50058;+12.27081;5019536;22.097; 0.032;21.383; 0.028;20.614; 0.060
322.50054;+12.25675;5019538;21.577; 0.021;20.930; 0.019;20.158; 0.042
322.50025;+12.17375;5019539;19.287; 0.037;19.112; 0.019;18.225; 0.017
322.50054;+12.24731;5019540;22.180; 0.028;21.448; 0.034;20.523; 0.050
322.50008;+12.12914;5019544;21.095; 0.022;20.495; 0.023;19.647; 0.048
322.50042;+12.22089;5019545;22.136; 0.040;21.515; 0.036;20.698; 0.068
322.50046;+12.24103;5019546;22.097; 0.028;21.423; 0.026;20.501; 0.035
322.50025;+12.18108;5019547;18.637; 0.012;18.174; 0.016;17.398; 0.021
322.50008;+12.13644;5019549;21.474; 0.045;20.924; 0.031;20.093; 0.041
322.50025;+12.18497;5019550;21.262; 0.043;20.625; 0.042;19.573; 0.053
322.49975;+12.03442;5019552;21.604; 0.024;20.811; 0.027;19.931; 0.032
322.50017;+12.16364;5019553;18.399; 0.024;17.851; 0.018;16.840; 0.017
322.50042;+12.23622;5019554;20.980; 0.009;20.423; 0.011;19.724; 0.017
322.50021;+12.17678;5019555;19.137; 0.011;18.470; 0.010;17.530; 0.013
322.50012;+12.14658;5019557;20.826; 0.029;20.295; 0.029;19.695; 0.036
322.50100;+12.40967;5019558;19.609; 0.017;19.074; 0.032;18.410; 0.034
322.50046;+12.24531;5019559;22.032; 0.018;21.306; 0.020;20.502; 0.031
322.50012;+12.16250;5019561;18.428; 0.019;18.007; 0.021;17.206; 0.024
322.50029;+12.20206;5019562;21.360; 0.028;20.956; 0.035;20.266; 0.046
322.50021;+12.17647;5019563;19.715; 0.015;19.384; 0.019;18.372; 0.025
322.50008;+12.14692;5019564;20.791; 0.019;20.294; 0.019;19.620; 0.037
322.50021;+12.18272;5019565;18.381; 0.007;17.717; 0.012;16.660; 0.011
322.50012;+12.15667;5019566;19.021; 0.026;17.881; 0.019;17.265; 0.053
322.50029;+12.20981;5019570;20.983; 0.017;20.447; 0.014;19.768; 0.024
322.50021;+12.18381;5019571;21.077; 0.034;20.200; 0.035;19.599; 0.036
322.50017;+12.16156;5019573;17.828; 0.022;17.436; 0.018;16.677; 0.018
322.50021;+12.18536;5019574;20.702; 0.020;20.064; 0.019;19.198; 0.024
322.50021;+12.19153;5019575;21.086; 0.022;20.685; 0.031;19.762; 0.040
322.50008;+12.15503;5019576;15.261; 0.005;14.368; 0.005;13.237; 0.005
322.50004;+12.14806;5019578;20.344; 0.025;20.006; 0.020;19.434; 0.028
322.50004;+12.14497;5019580;21.132; 0.025;20.801; 0.039;20.175; 0.069
322.50021;+12.19178;5019581;20.749; 0.019;20.289; 0.028;19.695; 0.032
322.50017;+12.18314;5019583;20.027; 0.015;19.415; 0.021;18.477; 0.029
322.50017;+12.18719;5019584;18.777; 0.007;18.801; 0.017;18.825; 0.027
322.50075;+12.35339;5019587;20.057; 0.007;19.562; 0.008;18.905; 0.019
322.49996;+12.12750;5019588;21.657; 0.026;21.139; 0.029;20.205; 0.044
322.49992;+12.10842;5019589;21.499; 0.023;20.739; 0.027;19.956; 0.027
322.50008;+12.17067;5019592;18.694; 0.015;18.239; 0.014;17.311; 0.030
322.50008;+12.15950;5019594;19.854; 0.054;19.117; 0.041;18.046; 0.034
322.50029;+12.23228;5019595;21.310; 0.012;20.687; 0.012;19.856; 0.021
322.50004;+12.15908;5019597;18.873; 0.018;18.461; 0.012;17.677; 0.017
322.50033;+12.23975;5019598;21.934; 0.025;21.315; 0.025;20.449; 0.035
322.50008;+12.17289;5019599;19.462; 0.021;18.917; 0.018;17.841; 0.025
322.50008;+12.17697;5019601;19.425; 0.020;19.222; 0.017;18.358; 0.024
322.50012;+12.17956;5019602;17.664; 0.011;16.998; 0.010;16.013; 0.009
322.50054;+12.30008;5019603;19.577; 0.010;19.129; 0.009;18.453; 0.014
322.50004;+12.15381;5019605;19.400; 0.012;18.761; 0.011;17.842; 0.020
322.50017;+12.19917;5019606;20.902; 0.015;20.361; 0.018;19.633; 0.021
322.50042;+12.27386;5019609;20.589; 0.009;20.014; 0.011;19.306; 0.021
322.49942;+11.96961;5019610;20.544; 0.012;19.969; 0.011;19.271; 0.016
322.50017;+12.19339;5019611;21.207; 0.025;20.779; 0.029;20.039; 0.058
322.50017;+12.20450;5019613;20.777; 0.021;20.255; 0.026;19.585; 0.024
322.50008;+12.18194;5019614;20.692; 0.035;20.424; 0.039;19.503; 0.031
322.50008;+12.18136;5019615;19.707; 0.017;19.286; 0.020;18.535; 0.024
322.50012;+12.19731;5019617;20.245; 0.010;19.784; 0.010;19.029; 0.033
322.50008;+12.15900;5019618;19.062; 0.034;17.813; 0.037;16.995; 0.029
322.50017;+12.21103;5019619;22.036; 0.036;21.423; 0.023;20.457; 0.048
322.50012;+12.19511;5019620;20.311; 0.030;19.866; 0.019;19.065; 0.023
322.50004;+12.16778;5019621;18.871; 0.019;18.448; 0.020;17.280; 0.022
322.49992;+12.13622;5019625;21.457; 0.026;20.833; 0.027;19.986; 0.049
322.50021;+12.22192;5019626;20.219; 0.007;19.734; 0.007;19.085; 0.011
322.50008;+12.18675;5019628;19.589; 0.008;19.078; 0.011;18.321; 0.018
322.49975;+12.08611;5019629;22.042; 0.036;21.284; 0.034;20.454; 0.048
322.50004;+12.17919;5019630;18.900; 0.019;18.328; 0.013;17.449; 0.022
322.49992;+12.14339;5019633;21.857; 0.036;21.164; 0.031;20.442; 0.065
322.50000;+12.17244;5019635;19.365; 0.023;18.554; 0.012;18.124; 0.029
322.50004;+12.18461;5019637;20.032; 0.022;19.563; 0.026;18.741; 0.051
322.49996;+12.17083;5019639;18.229; 0.010;17.487; 0.008;16.542; 0.013
322.50000;+12.17189;5019640;19.372; 0.047;18.505; 0.060;18.176; 0.049
322.50008;+12.20233;5019641;21.691; 0.029;21.048; 0.025;20.236; 0.035
322.49996;+12.16789;5019642;18.023; 0.023;17.580; 0.024;16.839; 0.025
322.49979;+12.12597;5019645;21.667; 0.023;21.051; 0.027;20.162; 0.042
322.50000;+12.18069;5019646;17.765; 0.010;17.136; 0.017;16.203; 0.008
322.49996;+12.15661;5019647;19.523; 0.023;19.141; 0.026;18.006; 0.038
322.50017;+12.22444;5019649;21.388; 0.014;20.786; 0.013;19.973; 0.022
322.50000;+12.17972;5019650;17.259; 0.007;16.450; 0.008;15.376; 0.012
322.49996;+12.16369;5019652;18.054; 0.032;17.472; 0.027;16.753; 0.019
322.49975;+12.11408;5019654;22.226; 0.038;21.446; 0.033;20.535; 0.044
322.50012;+12.22761;5019657;15.613; 0.002;14.691; 0.002;13.589; 0.004
322.50012;+12.22697;5019658;21.382; 0.023;20.639; 0.019;19.634; 0.055
322.50008;+12.20633;5019659;21.314; 0.020;20.752; 0.018;19.987; 0.026
322.50000;+12.18442;5019660;19.779; 0.013;19.203; 0.015;18.306; 0.023
322.50012;+12.22403;5019661;21.368; 0.012;20.795; 0.014;20.021; 0.024
322.49996;+12.17781;5019662;19.767; 0.023;19.444; 0.025;18.788; 0.031
322.50012;+12.22625;5019663;22.301; 0.026;21.619; 0.026;20.554; 0.037
322.49942;+12.01331;5019664;21.219; 0.018;20.578; 0.019;19.812; 0.026
322.49992;+12.16283;5019665;18.297; 0.035;17.941; 0.022;17.186; 0.023
322.50012;+12.22353;5019666;22.457; 0.030;21.691; 0.027;20.641; 0.039
322.49979;+12.13236;5019667;21.768; 0.031;21.222; 0.031;20.353; 0.040
322.49983;+12.13867;5019668;20.733; 0.016;20.352; 0.017;19.562; 0.025
322.50004;+12.20900;5019670;19.015; 0.004;18.385; 0.007;17.530; 0.009
322.49996;+12.18794;5019671;20.574; 0.022;20.071; 0.027;19.223; 0.033
322.50000;+12.19522;5019672;19.686; 0.017;19.257; 0.015;18.608; 0.018
322.50017;+12.24369;5019674;22.545; 0.027;21.767; 0.028;20.814; 0.047
322.50008;+12.21764;5019676;19.979; 0.008;19.506; 0.010;18.848; 0.013
322.49962;+12.09361;5019677;22.816; 0.064;21.805; 0.063;20.953; 0.057
322.49996;+12.19058;5019678;16.519; 0.004;15.715; 0.006;14.769; 0.006
322.49996;+12.18831;5019680;19.489; 0.012;19.040; 0.016;18.439; 0.020
322.49996;+12.18736;5019681;20.636; 0.021;20.153; 0.019;19.274; 0.024
322.49992;+12.15786;5019682;18.783; 0.047;18.503; 0.017;17.388; 0.020
322.49971;+12.11678;5019683;22.024; 0.050;21.392; 0.045;20.327; 0.051
322.50000;+12.20100;5019684;20.193; 0.009;19.737; 0.011;19.040; 0.019
322.50000;+12.20467;5019685;20.903; 0.020;20.324; 0.025;19.688; 0.032
322.50004;+12.21969;5019687;22.026; 0.023;21.388; 0.038;20.590; 0.045
322.49979;+12.14467;5019689;21.088; 0.023;20.468; 0.019;19.651; 0.031
322.50000;+12.21647;5019690;20.838; 0.014;20.308; 0.013;19.636; 0.026
322.49983;+12.16794;5019691;18.857; 0.023;18.475; 0.020;17.720; 0.023
322.49996;+12.19436;5019692;20.235; 0.009;19.767; 0.012;19.080; 0.018
322.50008;+12.23417;5019694;22.729; 0.032;21.943; 0.033;20.780; 0.054
322.49975;+12.14225;5019695;20.980; 0.026;20.332; 0.023;19.627; 0.038
322.49992;+12.18997;5019696;19.907; 0.009;19.443; 0.013;18.741; 0.025
322.49983;+12.17297;5019697;18.318; 0.011;17.613; 0.011;16.869; 0.019
322.49971;+12.12542;5019698;22.073; 0.049;21.448; 0.044;20.539; 0.050
322.49992;+12.18853;5019700;19.629; 0.019;19.158; 0.018;18.488; 0.028
322.50000;+12.22092;5019701;21.767; 0.023;21.184; 0.023;20.343; 0.032
322.50008;+12.23828;5019702;19.681; 0.005;19.206; 0.006;18.556; 0.008
322.49987;+12.17122;5019705;18.312; 0.016;17.655; 0.013;17.035; 0.028
322.49983;+12.17542;5019707;19.978; 0.037;19.618; 0.033;18.162; 0.041
322.49962;+12.10992;5019709;21.119; 0.013;20.603; 0.015;19.855; 0.029
322.49987;+12.17525;5019710;19.681; 0.043;18.923; 0.029;17.819; 0.049
322.49987;+12.18542;5019711;19.192; 0.009;18.718; 0.013;18.030; 0.020
322.49987;+12.17658;5019712;19.616; 0.023;19.362; 0.032;18.314; 0.029
322.49987;+12.17272;5019713;19.813; 0.046;18.987; 0.031;18.407; 0.033
322.49975;+12.14433;5019714;21.077; 0.023;20.536; 0.020;19.837; 0.048
322.49971;+12.12850;5019715;22.258; 0.040;21.555; 0.053;20.472; 0.064
322.49992;+12.20019;5019716;19.927; 0.013;19.412; 0.020;18.774; 0.018
322.49992;+12.19819;5019717;21.487; 0.028;20.894; 0.023;20.137; 0.035
322.49992;+12.20058;5019718;20.602; 0.013;20.167; 0.016;19.401; 0.018
322.49967;+12.12828;5019719;21.290; 0.020;20.699; 0.019;19.832; 0.030
322.49967;+12.12386;5019720;22.445; 0.046;21.419; 0.048;20.592; 0.061
322.49983;+12.18183;5019722;19.801; 0.012;19.366; 0.017;18.302; 0.018
322.49979;+12.16603;5019724;19.497; 0.043;19.270; 0.028;17.615; 0.034
322.49983;+12.18486;5019725;20.844; 0.028;20.131; 0.028;19.258; 0.036
322.49987;+12.20125;5019726;21.413; 0.028;20.945; 0.036;20.101; 0.040
322.49992;+12.21881;5019728;22.469; 0.038;21.803; 0.043;20.923; 0.061
322.49971;+12.15383;5019729;20.823; 0.046;20.251; 0.040;19.240; 0.049
322.49967;+12.14314;5019730;21.432; 0.039;21.034; 0.033;19.810; 0.035
322.49979;+12.18325;5019731;18.662; 0.013;18.100; 0.018;17.278; 0.023
322.49958;+12.11453;5019733;21.870; 0.024;21.261; 0.029;20.392; 0.039
322.49979;+12.18025;5019734;18.991; 0.015;18.664; 0.020;17.672; 0.020
322.49983;+12.19539;5019735;19.656; 0.009;19.178; 0.012;18.502; 0.016
322.49979;+12.18517;5019736;20.177; 0.016;19.644; 0.023;18.804; 0.030
322.49975;+12.16992;5019738;15.628; 0.004;14.682; 0.004;13.578; 0.008
322.49967;+12.14808;5019739;21.322; 0.041;21.068; 0.065;20.191; 0.060
322.49967;+12.15106;5019742;20.932; 0.040;20.539; 0.035;19.560; 0.051
322.49987;+12.20489;5019743;19.375; 0.007;18.920; 0.008;18.244; 0.013
322.49983;+12.20342;5019744;21.779; 0.023;21.086; 0.021;20.235; 0.047
322.49979;+12.18286;5019745;19.877; 0.024;18.845; 0.040;17.849; 0.031
322.49958;+12.12178;5019746;21.897; 0.027;21.271; 0.041;20.282; 0.046
322.49971;+12.17214;5019747;18.956; 0.040;17.778; 0.026;17.209; 0.027
322.49962;+12.13292;5019748;20.799; 0.020;20.435; 0.021;19.735; 0.029
322.49971;+12.15961;5019750;19.231; 0.017;18.943; 0.018;17.921; 0.024
322.49975;+12.16853;5019751;16.429; 0.009;15.652; 0.009;14.654; 0.009
322.49967;+12.15578;5019752;19.627; 0.022;19.399; 0.026;18.429; 0.028
322.49975;+12.17897;5019753;19.430; 0.016;19.098; 0.017;18.370; 0.016
322.49971;+12.16389;5019754;16.687; 0.015;16.606; 0.020;15.982; 0.030
322.49912;+11.98781;5019755;20.824; 0.013;20.253; 0.013;19.538; 0.018
322.50029;+12.33575;5019757;20.679; 0.014;20.127; 0.012;19.397; 0.022
322.49975;+12.18961;5019758;20.686; 0.027;20.065; 0.020;19.318; 0.037
322.49987;+12.21681;5019759;22.511; 0.057;21.837; 0.049;20.861; 0.060
322.49979;+12.19275;5019760;20.075; 0.010;19.635; 0.009;18.941; 0.018
322.49987;+12.22308;5019761;20.416; 0.006;19.938; 0.008;19.226; 0.012
322.49946;+12.09767;5019762;22.239; 0.026;21.469; 0.024;20.626; 0.041
322.49946;+12.10186;5019767;22.427; 0.035;21.606; 0.030;20.651; 0.040
322.49958;+12.14192;5019768;21.426; 0.031;20.866; 0.039;19.727; 0.056
322.49958;+12.14728;5019769;20.928; 0.029;20.366; 0.027;19.476; 0.032
322.49975;+12.19328;5019770;20.469; 0.011;20.004; 0.012;19.345; 0.020
322.49975;+12.19353;5019771;20.541; 0.013;20.083; 0.017;19.278; 0.025
322.49958;+12.15136;5019773;19.725; 0.024;19.263; 0.024;18.442; 0.040
322.49971;+12.18164;5019774;19.325; 0.009;18.778; 0.009;17.860; 0.012
322.49937;+12.08639;5019775;21.099; 0.016;20.490; 0.019;19.754; 0.029
322.49958;+12.15072;5019776;19.289; 0.013;19.032; 0.014;18.549; 0.027
322.49971;+12.18353;5019778;19.619; 0.019;18.952; 0.046;18.114; 0.058
322.50033;+12.36503;5019779;21.203; 0.014;20.635; 0.017;19.954; 0.038
322.49975;+12.20469;5019780;20.590; 0.020;20.132; 0.026;19.381; 0.029
322.49979;+12.21394;5019781;20.569; 0.025;20.676; 0.029;19.566; 0.026
322.49975;+12.19772;5019782;20.619; 0.012;20.126; 0.016;19.459; 0.024
322.49971;+12.19025;5019783;21.019; 0.036;20.277; 0.039;19.566; 0.039
322.49979;+12.21481;5019784;19.352; 0.007;18.868; 0.007;18.182; 0.011
322.49983;+12.22842;5019787;21.089; 0.032;20.615; 0.034;19.442; 0.054
322.49971;+12.19489;5019788;19.464; 0.007;19.024; 0.009;18.351; 0.014
322.49954;+12.15150;5019790;19.347; 0.020;18.526; 0.014;18.453; 0.022
322.49992;+12.25578;5019791;20.597; 0.012;20.063; 0.013;19.333; 0.019
322.49967;+12.18553;5019792;19.514; 0.014;19.091; 0.020;18.350; 0.030
322.49975;+12.20617;5019793;21.541; 0.025;21.031; 0.024;20.260; 0.039
322.49971;+12.19192;5019794;20.808; 0.030;20.541; 0.029;19.795; 0.041
322.49958;+12.16881;5019795;16.827; 0.023;15.107; 0.014;15.488; 0.020
322.49967;+12.18769;5019796;21.099; 0.022;20.651; 0.026;19.725; 0.029
322.49971;+12.20564;5019797;20.680; 0.016;20.248; 0.033;19.588; 0.032
322.49975;+12.21806;5019799;20.911; 0.015;20.399; 0.014;19.716; 0.020
322.49946;+12.13139;5019800;21.734; 0.033;21.219; 0.037;20.489; 0.064
322.49933;+12.09036;5019801;21.411; 0.014;20.791; 0.016;20.124; 0.022
